"OptionSet","Exploit","Seconds","Filter","All","NoDispute","DisputeArises","LitigQuality","PFiles","DAnswers","PBargains1","DBargains1","POffer1","DOffer1","POfferMixedness1","DOfferMixedness1","Settles1","PBet1","DBet1","PBetMixedness1","DBetMixedness1","PAbandons1","DDefaults1","Trial","PWinPct","PWealth","DWealth","PWelfare","DWelfare","TotExpense","False+","False-","False+-","False+^2","False-^2","PDSWelfare","Chips","Settles","ValIfSettled","PAbandons","DDefaults","BothReadyToGiveUp","TrulyLiable","PrimaryAction","MutualOptimism","P Files","D Answers","PDoesntFile","DDoesntAnswer","SettlesBR1","PAbandonsBR1","DDefaultsBR1","P Loses","P Wins"
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","1006","DWins",0.0383,0,0.0382962,0.302065,1,1,1,1,0.9,0.1,,,0,,,,,0,0,1,0,8.2,10.6,8.2,10.6,1.2,0,0.641809,0.641809,0,1.79706,0,0,0,,0,0,0,0.229217,0,2.99432,1,1,0,0,0,0,0,1,0
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","1006","Abandoned",0.35,0,0.350017,0.476809,1,1,1,1,0.557941,0.180562,,,0,,,,,0.621014,0.144853,0,,9.96192,9.43808,9.96192,9.43808,0.6,0.265077,0.407826,0.672903,0.136869,0.464831,0,0,0,,0.738081,0.261919,0.234133,0.481256,0,0.90163,1,1,0,0,0,0.621014,0.144853,0,0
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","1006","Rounds1",0.3402,0,0.340213,0.416347,1,1,1,1,0.626202,0.152942,,,0.0455855,,,,,0.63891,0.149027,0.166478,0.323841,9.80541,9.49471,9.80541,9.49471,0.699887,0.331325,0.364842,0.696167,0.365736,0.529741,0,0,0.0455855,0.5,0.63891,0.149027,0,0.395778,0,1.45952,1,1,0,0,0.0455855,0.63891,0.149027,0.112565,0.0539124
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","1006","PrePrimary1",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","1006","PrePrimary2",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","1006","PrePrimary3",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","1006","PrePrimary4",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","1006","PrePrimary5",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","1006","PrePrimary6",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","1006","PrePrimary7",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","1006","PrePrimary8",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","1006","PrePrimary9",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","1006","PrePrimary10",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","1006","Truly Liable",0.5,0,0.499999,0.716724,0.721563,0.403173,1,1,0.624948,0.241616,,,0.0258726,,,,,0.117486,0.0855355,0.040404,0.56548,10.2844,9.35393,10.2844,9.35393,0.361663,0.0868677,0.729302,0.81617,0.0877491,0.78669,0,0,0.0258726,0.5,0.184424,0.152473,0.133875,1,0,-0.584786,0.721563,0.403173,0.278437,0.31839,0.0258726,0.117486,0.0855355,0.0175564,0.0228477
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","1006","Truly Not Liable",0.5,0,0.500001,0.283275,0.460255,0.441154,1,1,0.58046,0.126539,,,0.00514498,,,,,0.317245,0.0158665,0.072872,0.189864,9.85221,9.83364,9.85221,9.83364,0.314146,0.201777,0,0.201777,0.212955,0,0,0,0.00514498,0.5,0.332258,0.0308797,0.0300265,0,0,0.584793,0.460255,0.441154,0.539745,0.0191004,0.00514498,0.317245,0.0158665,0.059036,0.0138357
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","1006","AllCount",410,0,410,0.499999,242.273,173.087,410,410,0.601704,0.181489,,,6.3586,,,,,89.1199,20.7874,23.2215,19.4305,10.0683,9.59379,10.0683,9.59379,0.337905,0.144323,0.36465,0.508973,0.150352,0.393344,0,0,6.3586,0.5,105.92,37.5872,33.5997,205,0,4.5156E-06,242.273,173.087,167.727,69.1855,6.3586,89.1199,20.7874,15.7014,7.5201
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","1006","Liability Strength1",0.2261,0,0.226109,0.1,0.345488,0.345488,1,1,0.554946,0.1,,,1.42491E-08,,,,,0.298029,1.61955E-08,0.047458,3.76612E-5,9.82517,9.93906,9.82517,9.93906,0.235768,0.0858405,0.0469529,0.132793,0.0257644,0.0611572,0,0,1.42491E-8,0.5,0.298029,5.99225E-08,8.7454E-08,0.0399657,0,1.04554,0.345488,0.345488,0.654512,5.17896E-13,1.42491E-08,0.298029,1.61955E-08,0.0474566,1.7873E-6
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","1006","Liability Strength2",0.1902,0,0.190222,0.3,0.469414,0.469414,1,1,0.576217,0.100308,,,7.19516E-05,,,,,0.379457,0.000120883,0.089322,0.0227808,9.73249,9.93227,9.73249,9.93227,0.335242,0.100385,0.215036,0.315421,0.0432692,0.314683,0,0,7.19516E-5,0.5,0.379677,0.000341677,0.000441588,0.169489,0,0.595569,0.469414,0.469414,0.530586,1.32135E-07,7.19516E-05,0.379457,0.000120883,0.0872876,0.0020348
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","1006","Liability Strength3",0.1673,0,0.16734,0.5,0.600781,0.599987,1,1,0.602126,0.135927,,,0.00987283,,,,,0.376412,0.0241325,0.129053,0.5,9.9057,9.65664,9.9057,9.65664,0.437662,0.25727,0.566509,0.823779,0.42774,0.801832,0,0,0.00987283,0.5,0.40667,0.054391,0.0605171,0.5,0,3.38431E-08,0.600781,0.599987,0.399219,0.000793924,0.00987283,0.376412,0.0241325,0.0645263,0.0645263
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","1006","Liability Strength4",0.1902,0,0.190222,0.7,0.722393,0.610979,1,1,0.631886,0.285857,,,0.047967,,,,,0.0769266,0.163608,0.037841,0.977219,10.2936,9.28371,10.2936,9.28371,0.422717,0.252995,0.605122,0.858117,0.28657,0.600582,0,0,0.047967,0.5,0.219245,0.305926,0.284636,0.830511,0,-0.595567,0.722393,0.610979,0.277607,0.111414,0.047967,0.0769266,0.163608,0.00086206,0.0369794
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","1006","Liability Strength5",0.2261,0,0.226107,0.9,0.820622,0.168635,1,1,0.664071,0.340401,,,0.0208689,,,,,0.000776645,0.0686302,0.00054,0.999962,10.5248,9.1781,10.5248,9.1781,0.297101,0.0647538,0.456519,0.521273,0.0451381,0.315047,0,0,0.0208689,0.5,0.0396863,0.10754,0.0778194,0.960034,0,-1.04553,0.820622,0.168635,0.179378,0.651987,0.0208689,0.000776645,0.0686302,2.03413E-8,0.0005401
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","1006","PLiabilitySignal1",0.1748,0,0.17483,0.318051,0,0,1,1,,,,,0,,,,,0,0,0,,10,10,10,10,0,0,0.27448,0.27448,0,0.27448,0,0,0,,0,0,0,0.27448,0,-1.16181,0,0,1,0,0,0,0,0,0
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","1006","PLiabilitySignal2",0.2123,0,0.21228,0.402076,0,0,1,1,,,,,0,,,,,0,0,0,,10,10,10,10,0,0,0.377993,0.377993,0,0.377993,0,0,0,,0,0,0,0.377993,0,-0.54831,0,0,1,0,0,0,0,0,0
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","1006","PLiabilitySignal3",0.2258,0,0.22578,0.499996,0.902643,0.726347,1,1,0.5,0.160231,,,0.0297127,,,,,0.537316,0,0,,10,9.51128,10,9.51128,0.488697,0.180212,0.393337,0.573549,0.0836795,0.418001,0,0,0.0297127,0.5,0.616976,0.0796592,0.159318,0.499996,0,2E-05,0.902643,0.726347,0.0973569,0.176296,0.0297127,0.537316,0,0,0
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","1006","PLiabilitySignal4",0.2123,0,0.21228,0.597924,1,0.710525,1,1,0.5,0.184307,,,0.0414559,,,,,0.45247,0,0,,10.1185,9.36834,10.1185,9.36834,0.513157,0.174015,0.428886,0.602902,0.0910846,0.434908,0,0,0.0414559,0.5,0.560769,0.108299,0.216599,0.622007,0,0.54831,1,0.710525,0,0.289475,0.0414559,0.45247,0,0,0
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","1006","PLiabilitySignal5",0.1748,0,0.17483,0.681949,1,0.613961,1,1,0.9,0.210007,,,0,,,,,0,0.290001,0.32396,0.323841,10.2468,9.07464,10.2468,9.07464,0.678564,0.381482,0.323578,0.70506,0.64133,0.448541,0,0,0,,0,0.290001,0,0.72552,0,1.16181,1,0.613961,0,0.386039,0,0,0.290001,0.219048,0.104912
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","1006","DLiabilitySignal1",0.2137,0,0.213659,0.12847,0.363136,0.363136,1,1,0.558884,0.1,,,0,,,,,0.309678,0,0.053457,0.00689138,9.81213,9.93792,9.81213,9.93792,0.249956,0.0879972,0.0711198,0.159117,0.0285949,0.0976062,0,0,0,,0.309678,0,0,0.0586162,0,1.28737,0.363136,0.363136,0.636864,0,0,0.309678,0,0.053089,0.0003684
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","1006","DLiabilitySignal2",0.1989,0,0.198895,0.284476,0.460787,0.460787,1,1,0.577411,0.1,,,0,,,,,0.371611,0,0.089175,0.132142,9.76807,9.90196,9.76807,9.90196,0.329977,0.116498,0.230739,0.347237,0.0935672,0.336353,0,0,0,,0.371611,0,0,0.186556,0,0.575425,0.460787,0.460787,0.539213,0,0,0.371611,0,0.0773915,0.0117838
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","1006","DLiabilitySignal3",0.1749,0,0.174895,0.5,0.599036,0.599036,1,1,0.604916,0.1,,,0,,,,,0.441914,0,0.157122,0.579308,9.89408,9.65222,9.89408,9.65222,0.453694,0.260428,0.560267,0.820694,0.462025,0.791758,0,0,0,,0.441914,0,0,0.5,0,-4.28477E-16,0.599036,0.599036,0.400964,0,0,0.441914,0,0.0660998,0.0910218
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","1006","DLiabilitySignal4",0.1989,0,0.198895,0.715524,0.72685,0.72685,1,1,0.636307,0.328021,,,0.0671333,,,,,0,0.247687,0,,10.2692,9.29468,10.2692,9.29468,0.43611,0.234513,0.589437,0.82395,0.175687,0.567233,0,0,0.0671333,0.5,0.206015,0.453702,0.41203,0.813444,0,-0.575425,0.72685,0.72685,0.27315,0,0.0671333,0,0.247687,0,0
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","1006","DLiabilitySignal5",0.2137,0,0.213657,0.87153,0.806615,0.0168198,1,1,0.659984,0.5,,,0.0100926,,,,,0,0.00672724,0,,10.5596,9.19339,10.5596,9.19339,0.24703,0.0475507,0.41346,0.46101,0.0462597,0.254132,0,0,0.0100926,0.5,0,0.00672724,0,0.941384,0,-1.28736,0.806615,0.0168198,0.193385,0.789795,0.0100926,0,0.00672724,0,0
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","1006","MutOptLiability5",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","1006","MutOptLiability4",0.0114,0,0.0114216,0.14814,1,1,1,1,0.9,0.1,,,0,,,,,0,0,1,0.00689138,8.22343,10.5766,8.22343,10.5766,1.2,0.0176296,0.196241,0.21387,0.0463638,0.549474,0,0,0,,0,0,0,0.0717522,0,4,1,1,0,0,0,0,0,0.993109,0.0068914
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","1006","MutOptLiability3",0.0432,0,0.0432483,0.215304,1,1,1,1,0.664043,0.1,,,0,,,,,0.589891,0,0.410109,0.132142,9.26909,9.88484,9.26909,9.88484,0.846065,0.291505,0.245926,0.537431,0.357029,0.612716,0,0,0,,0.589891,0,0,0.134204,0,3,1,1,0,0,0,0.589891,0,0.355916,0.0541926
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","1006","MutOptLiability2",0.1046,0,0.104598,0.291583,0.958079,0.958079,1,1,0.609685,0.1,,,0,,,,,0.695362,0,0.262718,0.579308,9.83596,9.43156,9.83596,9.43156,0.732478,0.509658,0.250683,0.760341,0.794798,0.5243,0,0,0,,0.695362,0,0,0.237183,0,2,0.958079,0.958079,0.0419206,0,0,0.695362,0,0.110523,0.152195
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","1006","MutOptLiability1",0.1968,0,0.196824,0.395302,0.658222,0.658222,1,1,0.652102,0.186706,,,0,,,,,0.40793,0.250292,0,,10.0528,9.55224,10.0528,9.55224,0.394933,0.194147,0.273055,0.467202,0.110133,0.28508,0,0,0,,0.40793,0.250292,0,0.377084,0,1,0.658222,0.658222,0.341778,0,0,0.40793,0.250292,0,0
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","1006","MutOptLiability0",0.2878,0,0.287817,0.5,0.56018,0.325687,1,1,0.506133,0.236204,,,0.026029,,,,,0.134911,0.00499386,0,,10.1643,9.56992,10.1643,9.56992,0.26576,0.0804205,0.330949,0.41137,0.0533302,0.318081,0,0,0.026029,0.5,0.214788,0.0848703,0.159753,0.5,0,0,0.56018,0.325687,0.43982,0.234493,0.026029,0.134911,0.00499386,0,0
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","1006","MutOptLiability-1",0.1968,0,0.196824,0.604698,0.531388,0.219182,1,1,0.5,0.333238,,,0.0364259,,,,,0,0,0,,10.2624,9.51245,10.2624,9.51245,0.225171,0.0730275,0.381266,0.454294,0.0597353,0.327865,0,0,0.0364259,0.5,0.0913781,0.0913781,0.182756,0.622916,0,-1,0.531388,0.219182,0.468612,0.312206,0.0364259,0,0,0,0
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","1006","MutOptLiability-2",0.1046,0,0.104596,0.708414,0.388655,0.00810437,1,1,0.5,0.5,,,0.00810437,,,,,0,0,0,,10.268,9.61297,10.268,9.61297,0.119028,0.0236352,0.511173,0.534809,0.0235561,0.43492,0,0,0.00810437,0.5,0,0,0,0.762813,0,-2,0.388655,0.00810437,0.611345,0.380551,0.00810437,0,0,0,0
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","1006","MutOptLiability-3",0.0432,0,0.0432483,0.784696,0,0,1,1,,,,,0,,,,,0,0,0,,10,10,10,10,0,0,0.865796,0.865796,0,0.865796,0,0,0,,0,0,0,0.865796,0,-3,0,0,1,0,0,0,0,0,0
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","1006","MutOptLiability-4",0.0114,0,0.0114216,0.85186,0,0,1,1,,,,,0,,,,,0,0,0,,10,10,10,10,0,0,0.928248,0.928248,0,0.928248,0,0,0,,0,0,0,0.928248,0,-4,0,0,1,0,0,0,0,0,0
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","1006","MutOptLiability-5",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","1006","Truly Liable MutOptLiability5",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","1006","Truly Liable MutOptLiability4",0.0008,0,0.000819528,0.219309,1,1,1,1,0.9,0.1,,,0,,,,,0,0,1,0.0232221,8.27896,10.521,8.27896,10.521,1.2,0.0417998,2.73498,2.77678,0.0752397,7.65794,0,0,0,,0,0,0,1,0,4,1,1,0,0,0,0,0,0.976778,0.0232221
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","1006","Truly Liable MutOptLiability3",0.0058,0,0.00580412,0.342915,1,1,1,1,0.784023,0.1,,,0,,,,,0.289943,0,0.710057,0.267892,9.28166,9.69231,9.28166,9.69231,1.02603,0.342393,1.83247,2.17487,0.616307,4.56554,0,0,0,,0.289943,0,0,1,0,3,1,1,0,0,0,0.289943,0,0.519839,0.190218
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","1006","Truly Liable MutOptLiability2",0.0248,0,0.0248089,0.479968,0.989207,0.989207,1,1,0.748745,0.1,,,0,,,,,0.374056,0,0.615151,0.674963,10.1922,8.84518,10.1922,8.84518,0.962614,0.747367,1.05692,1.80428,1.34526,2.21053,0,0,0,,0.374056,0,0,1,0,2,0.989207,0.989207,0.0107933,0,0,0.374056,0,0.199947,0.415204
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","1006","Truly Liable MutOptLiability1",0.0742,0,0.0742194,0.627937,0.940087,0.940087,1,1,0.737384,0.235322,,,0,,,,,0.382182,0.557905,0,,10.2759,9.16007,10.2759,9.16007,0.564052,0.167372,0.724121,0.891493,0.0502115,0.756012,0,0,0,,0.382182,0.557905,0,1,0,1,0.940087,0.940087,0.0599127,0,0,0.382182,0.557905,0,0
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","1006","Truly Liable MutOptLiability0",0.1439,0,0.143909,0.735639,0.894545,0.4507,1,1,0.508389,0.263373,,,0.0429193,,,,,0.134911,0.00945231,0,,10.3381,9.25832,10.3381,9.25832,0.403573,0.0423482,0.661898,0.704246,0.0127045,0.636162,0,0,0.0429193,0.5,0.26662,0.141161,0.263417,1,0,0,0.894545,0.4507,0.105455,0.443845,0.0429193,0.134911,0.00945231,0,0
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","1006","Truly Liable MutOptLiability-1",0.1226,0,0.122605,0.745524,0.758057,0.285414,1,1,0.5,0.334086,,,0.0486433,,,,,0,0,0,,10.3879,9.29903,10.3879,9.29903,0.313041,0.0355156,0.612067,0.647583,0.0106547,0.526339,0,0,0.0486433,0.5,0.118385,0.118385,0.236771,1,0,-1,0.758057,0.285414,0.241943,0.472643,0.0486433,0,0,0,0
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","1006","Truly Liable MutOptLiability-2",0.0798,0,0.0797871,0.766989,0.478388,0.00997552,1,1,0.5,0.5,,,0.00997552,,,,,0,0,0,,10.3299,9.52361,10.3299,9.52361,0.146509,0,0.670116,0.670116,0,0.570153,0,0,0.00997552,0.5,0,0,0,1,0,-2,0.478388,0.00997552,0.521612,0.468413,0.00997552,0,0,0,0
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","1006","Truly Liable MutOptLiability-3",0.0374,0,0.0374442,0.804477,0,0,1,1,,,,,0,,,,,0,0,0,,10,10,10,10,0,0,1,1,0,1,0,0,0,,0,0,0,1,0,-3,0,0,1,0,0,0,0,0,0
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","1006","Truly Liable MutOptLiability-4",0.0106,0,0.0106021,0.857361,0,0,1,1,,,,,0,,,,,0,0,0,,10,10,10,10,0,0,1,1,0,1,0,0,0,,0,0,0,1,0,-4,0,0,1,0,0,0,0,0,0
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","1006","Truly Liable MutOptLiability-5",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","1006","Truly Not Liable MutOptLiability5",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
